ID,Groups,Company,email,website,profile,address,CIA - AKA,CIA - MKT,country,GEO code,GEO coord,GMaps,SECTOR,PTEs,BRANDs,Notes;;;;;;;
161,LSN,Confiseur Léonard Parli (fr),,https://www.leonard-parli.com/,,Calissons d'Aix Léonard Parli; 95 Rue Famille Laurens;13290; Aix-en-Provence;" FRANCE,Confiseur Leonard Parli (fr),,France,FR-0301,""43.48137554309861, 5.386471595452241"",""https://www.google.com/maps/search/?api=1&query=47.4191282406686,-2.0434556048967005"",""confectionary, bakery"",""biscuit / coca, dolç, crema"",,2026/04 Lasenor";;;
"162,LSN,Cosami (es),,https://cosamiweb.com/,,""Carretera N-232, KM 61";26550; Rincón de Soto; La Rioja;" SPAIN"",,,Spain,,""42.22915983652382, -1.852063810629856"",""https://www.google.com/maps/search/?api=1&query=48.881848671540396,2.1639078516400563"",food,,,2026/04 Lasenor";;;
163,LSN,CPK Production France - Issy (fr),,https://carambarco.com/,,Carambar & Co; 9-15 Rue Maurice Mallet;92130; Issy-les-Moulineaux;" FRANCE,,Carambar & co (grp),France,FR-0801,""48.82984390865514, 2.2661712794120565"",""https://www.google.com/maps/search/?api=1&query=48.77556643635594,2.0067725390875326"",confectionary,,,2026/04 Lasenor";;;
164,LSN,CPK Production France - St. Genest (fr),,https://carambarco.com/,,CPK Production Carambar & Co;86140; Saint-Genest-d'Ambière;" FRANCE,,Carambar & co (grp),France,FR-0701,""46.93007799556452, 0.37494140229774225"",""https://www.google.com/maps/search/?api=1&query=43.92595484444407,4.8803174758184085"",confectionary,,,2026/04 Lasenor";;;;
165,LSN,CPK Production France - Vichy (fr),,https://carambarco.com/,,CPK Production Carambar & Co; 94 All. des Ailes; 03200; Vichy;" FRANCE,,Carambar & co (grp),France,FR-0503,""46.15947326028915, 3.414786693666315"",""https://www.google.com/maps/search/?api=1&query=48.41702728001315,-4.5269601795464505"",confectionary,,,2026/04 Lasenor";;;
166,LSN,CPK Production France (fr),,https://carambarco.com/,,CPK Production Carambar & Co;86140; Saint-Genest-d'Ambière;" FRANCE,,Carambar & co (grp),France,FR-0701,""46.93007799556452, 0.37494140229774225"",""https://www.google.com/maps/search/?api=1&query=44.16407879031198,0.6019231126666128"",confectionary,,,2026/04 Lasenor";;;;
167,LSN,CPK Production Strasbourg (fr),,https://carambarco.com/,,CPK Carambar & Co; 12 Rte de la Fédération;67100; Strasbourg;" FRANCE,,Carambar & co (grp),France,FR-0901,""48.56340384689709, 7.749713805636263"",""https://www.google.com/maps/search/?api=1&query=44.03554990008879,5.03461957887191"",""confectionary, xoco"",,,2026/04 Lasenor";;;
168,LSN,CSM France (fr),,https://csmingredients.com/france/fr_fr/accueil.html,,18 Rue de la Robertsau;67800; Bischheim;" FRANCE,CSM Ingredients (fr),,France,FR-0901,""48.6133710897844, 7.758797125587988"",""https://www.google.com/maps/search/?api=1&query=44.297055880569026,4.946909707947184"",""bakery, xoco"",,,2026/04 Lasenor";;;;
169,LSN,CSM GIAS (tn),,www.csmgias.com.tn,,ZI Bouargoub; Bou Argoub;8040;" TUNISIA,,GIAS (tn),Tunisia,,""36.523496467350725, 10.560833812496758"",""https://www.google.com/maps/search/?api=1&query=50.7848446344166,3.139631096886386"",""bakery, frozen desserts, dairy"",,,""2025/12 Lasenor";;;;
"visita 13/05/26""";;;;;;;
"170,LSN,CTCPA (fr),,www.ctcpa.org,,""site Agroparc, 449 Av. Clément Ader";84911; Avignon;" FRANCE"",,,France,FR-0301,""43.90799516502734, 4.896401518054706"",""https://www.google.com/maps/search/?api=1&query=45.7716556697867,-0.5762825168424341"",""enginy / SVCs, confectionary"",,,2026/04 Lasenor";;;;
"171,LSN,Darégal (fr),,https://www.daregal.fr/,,""Darégal"; 6, boulevard Joffre;91490; Milly-la-Forêt;" FRANCE"",Daregal (fr),,France,FR-0803,""48.42185207652933, 2.466898138878827"",""https://www.google.com/maps/search/?api=1&query=43.467716276113855,6.736469900073201"",additives,ingredients FOOD,,2026/04 Lasenor";;;
"172,LSN,Daunat Bourgogne (fr),,https://www.daunat.com/qui-sommes-nous/notre-entreprise,,""Z.I. des, Les Fossés Blanches, 71323, FRANCE"",,""norac foods (grp), Daunat (grp)"",France,FR-0603,""46.7313904471789, 4.83462164402759"",""https://www.google.com/maps/search/?api=1&query=43.96695514946873,5.14074665374811"",food,,,2026/04 Lasenor";;;;;;;
"173,LSN,Daunat Bretagne (fr),,https://www.daunat.com/qui-sommes-nous/notre-entreprise,,""ZI de Bellevue, 22200 Saint-Agathon, FRANCE"",,""norac foods (grp), Daunat (grp)"",France,FR-0702,""48.55365595324535, -3.119875205224016"",""https://www.google.com/maps/search/?api=1&query=47.36178978875829,-1.9426681988953434"",food,,,2026/04 Lasenor";;;;;;;
174,LSN,Daunat Nord (fr),,https://www.daunat.com/qui-sommes-nous/notre-entreprise,,Daunat Nord; 620 Bd de l'Europe;62118; Monchy-le-Preux;" FRANCE,,""norac foods (grp), Daunat (grp)"",France,FR-1002,""50.271552373727104, 2.8673537324997507"",""https://www.google.com/maps/search/?api=1&query=50.671392445423656,1.6668087898962685"",food,,,2026/04 Lasenor";;;
"175,LSN,Daunat Picardie (fr),,https://www.daunat.com/qui-sommes-nous/notre-entreprise,,""Daunat Picardie"; Zone du Champ du Roy Chambry, 3 Rue Emile Zola; 02930; Laon;" FRANCE"",,""norac foods (grp), Daunat (grp)"",France,FR-1003,""49.582886912237875, 3.6562586287878"",""https://www.google.com/maps/search/?api=1&query=43.28775561627294,5.611999685041148"",food,,,2026/04 Lasenor";;;
176,LSN,Dawn Foods (fr),,https://www.dawnfoods.com/fr,,Dawn Foods; 456 Rue du Moulin;59193; Erquinghem-Lys;" FRANCE,,Dawn Foods (grp),France,FR-1002,""50.670814533998325, 2.836168725982742"",""https://www.google.com/maps/search/?api=1&query=46.45413009934322,3.3663892655385936"",bakery,,,2026/04 Lasenor";;;
177,LSN,de Sangosse (fr),,https://www.desangosse.fr/,,Lieu dit Bonnel;47480; Pont-du-Casse;" FRANCE,,,France,FR-0202,""44.220567490557805, 0.6557666008203429"",""https://www.google.com/maps/search/?api=1&query=44.814162791108025,-0.6229901780313561"",agro,biosolutions en agriculture,,2026/05 Lasenor";;;;
"178,LSN,Délice (tn),,https://www.delice.tn/,,""Joumana center, Av. Mohamed 5"; La Goulette;" TUNISIA"",,,Tunisia,,""36.837866505638544, 10.298387589238667"",""https://www.google.com/maps/search/?api=1&query=48.9220081301807,2.320434575750821"",""dairy, beverage, chemical"",""llet, crem cheese"",,2026/04 Lasenor";;;;;
"179,LSN,Deliz Food Processing (ma),,http://delizfood.ma/,,""N°448, Oulad Slama, Zona Industrial Ibn Khaldoun, Aïn Atiq"; Temara;" MOROCCO"",,,Morocco,,""33.8919470785737, -6.97082428872349"",""https://www.google.com/maps/search/?api=1&query=43.20734078273919,2.31875947931271"",xoco,xoco spreadable (Nutella),""Patelia, Nutabella, Aleva, La Mella, PLMA";;;;;
,2026/06 Lasenor;;;;;;;
visita 01/07/26, difícil accès per obres, al costat via del tren;;;;;;;
"noia de compres, noi jove propietari inversor""";;;;;;;
180,LSN,Des Lis Chocolat (fr),,https://www.deslischocolat.com/,,Des Lis Chocolat (fr); ZI du Rocher Vert; 6 rue Louis Bleriot;77140; Nemours;" FRANCE,,,France,FR-0803,""48.25906740184851, 2.719147553910179"",""https://www.google.com/maps/search/?api=1&query=44.01206829909346,4.4187296311506445"",""salses, bakery"",""dolç, biscuit / coca"",,2026/04 Lasenor";;
"181,LSN,Disproquima (es),,https://disproquima.com/,,""Disproquima"; Carrer la Terra, 42; 08227; Terrassa; Barcelona;" SPAIN"",,Disproquima (grp),Spain,,""41.54522380177154, 2.045612842905252"",""https://www.google.com/maps/search/?api=1&query=42.14013708995324,2.5220452299892817"",""partner, food, feed, nutra / pharma, chemical"",,,2026/04 Lasenor";;
182,LSN,Disproquima (fr),,https://disproquima.com/,,Ziegler France; 3 Boulevard Jean Monnet;77380; Combs-la-Ville;" FRANCE,,Disproquima (grp),France,FR-0802,""48.651893472999944, 2.5550645891205424"",""https://www.google.com/maps/search/?api=1&query=47.70331616784967,-2.751351671973673"",""partner, food, feed, nutra / pharma, chemical"",,,2026/04 Lasenor";;;
"183,LSN,Disproquima (ma),,https://disproquima.com/,,""Lot Azhari, rue 36"; Oulfa;20202; Casablanca;20100;" MOROCCO"",,Disproquima (grp),Morocco,,""33.53342220150254, -7.583383080493702"",""https://www.google.com/maps/search/?api=1&query=43.641971638763664,5.282220985899523"",""partner, food, feed, nutra / pharma, chemical"",,,2025/06 Lasenor";;
184,LSN,Dolis (fr),,https://sucralliance.com/dolis/,,Dolis; Av. de Genève;89600; Saint-Florentin;" FRANCE,,Sucralliance (grp),France,FR-0803,""47.99812290364436, 3.738862637787698"",""https://www.google.com/maps/search/?api=1&query=47.89169899067953,-2.882847369316286"",confectionary,dolç,,2026/04 Lasenor";;;
"185,LSN,Dr. Oetker GIAS (tn),,https://www.oetker.fr/,,""Rue des Sciences, Lots 67 et 68, Zone Industrielle Grombalia";8030;" TUNISIA"",,GIAS (tn),Tunisia,,""36.60645928221944, 10.49059858973391"",""https://www.google.com/maps/search/?api=1&query=36.73245932575416,-6.08738529061864"",bakery,,Dr. Oetker,""2025/12 Lasenor";;;;;
"visita 13/05/26""";;;;;;;
186,LSN,Dragées Reynaud (fr),,https://www.dragees-reynaud.com/fr/,,Dragées Reynaud; 161 Rte des Camoins;13011; Marseille;" FRANCE,,,France,FR-0301,""43.30045282923552, 5.502523659039531"",""https://www.google.com/maps/search/?api=1&query=38.52195629665959,-0.49190316812237517"",""confectionary, xoco"",dolç,,2026/04 Lasenor";;;
187,LSN,Drome Saveur - Glaces de Provence (fr),,https://www.glaces-provence.com/,,Glaces de Provence; 400 Chemin des Chevres;26780; Malataverne;" FRANCE,,,France,FR-0601,""44.47091770874569, 4.74824661933085"",""https://www.google.com/maps/search/?api=1&query=47.48922449916411,-3.1236804270257887"",frozen desserts,,,2026/04 Lasenor";;;
188,LSN,Dupont d'Isigny (fr),,http://www.dupontdisigny.com/,,Dupont d’Isigny; CL 99 ROUTE AMERICAINE;50500; CARENTAN;" FRANCE,,Sucralliance (grp),France,FR-0703,""49.305212752908, -1.2619248810538262"",""https://www.google.com/maps/search/?api=1&query=47.843052174257124,-1.2337053687620538"",confectionary,dolç,,2026/04 Lasenor";;;
189,LSN,eKope (fr),,http://www.ekope.com/,,167 Av. du Maréchal Lyautey; 06000; Nice;" FRANCE,,,France,FR-0303,""43.721736625121956, 7.286436793610298"",""https://www.google.com/maps/search/?api=1&query=45.60264447522882,5.2278738501141335"",enginy / SVCs,,,2026/04 Lasenor";;;;
190,LSN,El Baraka Ingredients (tn),,https://www.elbarakaingredients.com.tn/,,Rue Jandouba ZI Mghira 3 Lot N°48; Fouchana;2082; Ben Arous;" TUNISIA,,,Tunisia,,""36.7166559514546, 10.168520157708794"",""https://www.google.com/maps/search/?api=1&query=46.99023434681939,-0.9321901870566742"",""ingredients, chemical"",""ingredients funcionals FOOD, ingredients PHARMA, ingredients CHEMICAL"",,2026/01 Lasenor";;;
191,LSN,Elle et Vire (fr),,https://www.elle-et-vire.com/fr/,,R&D Route de Giéville;50890; Condé-sur-Vire;" FRANCE,""Elvir (fr), Elle & Vire Manufacturing Unit (fr)"",,France,FR-0703,""49.04984704665592, -1.0386014222361166"",""https://www.google.com/maps/search/?api=1&query=45.04313754498705,5.083134825024042"",dairy,,,2026/04 Lasenor";;;;
192,LSN,Elogen (fr),,http://www.elogenh2.com,,8 Av. du Parana;91940; Les Ulis;" FRANCE,,,France,FR-0803,""48.680303901414426, 2.2003773097774753"",""https://www.google.com/maps/search/?api=1&query=48.87170239472297,2.306174720918491"",equipment,,,2026/04 Lasenor";;;;
193,LSN,Emile Groupe (fr),,www.emilegroupe.fr,,Chemin des Oliviers;30130; Pont-Saint-Esprit;" FRANCE,,,France,FR-0303,""44.24969197076441, 4.6409524236031405"",""https://www.google.com/maps/search/?api=1&query=47.91104063074373,-1.388521731212254"",additives,olis,""Emile Noël, emma noël"",2026/04 Lasenor";;;;
194,LSN,EntreMont (fr),,,,25 Fbg des Balmettes;74000; Annecy;" FRANCE,,,France,FR-0602',""45.89406568057341, 6.123701689175776"",""https://www.google.com/maps/search/?api=1&query=40.646285539184824,-3.5110355169909435"",dairy,,,2026/04 Lasenor";;;;
195,LSN,Enzo & Lily (fr),,https://www.enzoetlily.com/,,Enzo & Lily; 2 Rue Auguste Maquet;75016; Paris;" FRANCE,,,France,FR-0801,""48.84038745244823, 2.2679350637323075"",""https://www.google.com/maps/search/?api=1&query=41.59896365004647,2.268058502235219"",frozen desserts,ice-cream,,2026/04 Lasenor";;;
196,LSN,Erhard Pâtissier Glacier (fr),,https://www.erhard-desserts.com/,,Erhard Pâtissier Glacier; 7 rue du Stade;68290; Masevaux;" FRANCE,Erhard Patissier Glacier (fr),,France,FR-0901,""47.77562333448516, 6.990582979695961"",""https://www.google.com/maps/search/?api=1&query=50.10795544516304,1.8665347536930508"",""frozen desserts, bakery, dairy"",,,2026/04 Lasenor";;;
197,LSN,Éric Élien (fr),,https://www.eric-elien.bzh/,,Éric Élien; 1 Rue de la Hazaie;22950; Trégueux;" FRANCE,""Breizh Artisan Glacier (fr), Eric Elien (fr)"",,France,FR-0702,""48.48817301899543, -2.7179870850992462"",""https://www.google.com/maps/search/?api=1&query=49.34033248265995,3.551311447992354"",frozen desserts,ice-cream,,2026/04 Lasenor";;;
198,LSN,ESC Laboratoire (fr),,https://www.esclaboratoire.com,,45 Rte de Chaluzy;58000; Saint-Éloi;" FRANCE,,,France,FR-0503,""46.997416368974456, 3.19638615794516"",""https://www.google.com/maps/search/?api=1&query=47.88261713010108,2.1306549177569223"",feed,,,2026/04 Lasenor";;;;
199,LSN,Établissement Abdelmoula (tn),,https://etsabdelmoula.com/,,124 Rue 4267 - Den Den; Tunis;2011;" TUNISIA,,,Tunisia,,""36.79612182739133, 10.101152177847025"",""https://www.google.com/maps/search/?api=1&query=47.65440581519753,2.735425803402392"",oils,olis,,""2026/04 Lasenor";;;;
"Établissement Abdelmoula (tn) / Etablissement Abdelmoula (tn)""";;;;;;;
"200,LSN,Ethiquable (fr),,https://www.ethiquable.coop/,,""23, AVENUE ROBERT CASTAING";32500; FLEURANCE;" FRANCE"",,,France,FR-0202,""43.86483634128686, 0.6547578792268941"",""https://www.google.com/maps/search/?api=1&query=48.54067659641127,-4.490319207218442"",""confectionary, xoco, beverage"",,,2026/04 Lasenor";;;;
201,LSN,Eureden (fr),,http://www.pep.fr/,,PEP Pierrefitte;56800; Ploermel;" FRANCE,""PEP Pierrefitte - Camagnon (fr), Cocotine (fr)"",,France,FR-0702,""47.91678490095905, -2.380238566149729"",""https://www.google.com/maps/search/?api=1&query=48.453534047288485,-2.5050508401671374"",food,,,2026/04 Lasenor";;;;
202,LSN,Eurenco (fr),,https://eurenco.com/,,Bv. Charles Garaud;24100; Bergerac;" FRANCE,,,France,FR-0203,""44.84543503195236, 0.5108855259851308"",""https://www.google.com/maps/search/?api=1&query=46.34059203772542,2.6013691913366106"",chemical,,,2026/04 Lasenor";;;;
203,LSN,Eurial Ingrédients & Nutrition (fr),,www.eurial-ingredients.com,,75 Rue Sophie Germain;44300; Nantes;" FRANCE,,Agrial (grp),France,FR-0701,""47.28617772238228, -1.5202838614671532"",""https://www.google.com/maps/search/?api=1&query=43.677651846303114,4.121158159333303"",dairy,,,2026/04 Lasenor";;;;
204,LSN,Eurial Ultra Frais (fr),,http://eurial.eu/,,Eurial; 30 Rue des Jacquins;89150; Jouy;" FRANCE,,Agrial (grp),France,FR-0803,""48.16838206453956, 2.984374636711207"",""https://www.google.com/maps/search/?api=1&query=48.77920580128001,-3.0469080939204853"",dairy,,,2026/04 Lasenor";;;
205,LSN,Eurl Sfaf World (fr),,,,149 avenue du Maine 75014 Paris;75014; PARIS;" FRANCE,,,France,FR-0801,""48.83371357554342, 2.325528962764706"",""https://www.google.com/maps/search/?api=1&query=47.878394176483894,-2.824976234153157"",additives,,,2026/04 Lasenor";;;;
"206,LSN,Eurogerm (fr),,https://www.eurogerm.com/,,""2 Rue Chp Doré, 21850 Saint-Apollinaire, FRANCE"",,,France,FR-0603,""47.338807961585644, 5.104606558977871"",""https://www.google.com/maps/search/?api=1&query=48.305506731423236,-1.530582661328202"",bakery,,,2026/04 Lasenor";;;;;;;
207,LSN,Eurogranizados (es),,https://www.facebook.com/Eurogranizados/?locale=es_ES,,Eurogranizados;30833; Murcia;" SPAIN,,Grup Alacant (grp),Spain,,""37.93042428399871, -1.1932474112780076"",""https://www.google.com/maps/search/?api=1&query=49.27172007121121,1.8742224667930565"",frozen desserts,ice-cream,,2026/04 Lasenor";;;;
"208,LSN,Europe Snacks (fr),,https://www.europesnacks.com/,,""Frandex";" Zoning Industriel St Denis Les Lucs, 85170 Saint-Denis-la-Chevasse, FRANCE"",Frandex - Atlantic Snacks (fr),,France,FR-0701,""46.83932758735893, -1.4213286354413524"",""https://www.google.com/maps/search/?api=1&query=47.51171508162077,4.529733200457293"",salses,,,2026/04 Lasenor";;;;;;
209,LSN,Excelo (ma),,https://excelo.ma/,,Lot 121 Zone Industrtielle Sahel; Soualem;" MOROCCO,,Anouar Invest,Morocco,,""33.421527086053445, -7.838645617564764"",""https://www.google.com/maps/search/?api=1&query=48.1202496597763,-1.1886315971054697"",""bakery, xoco"",biscuits,,""2026/06 Lasenor";;;;;
"contacte David Yañez""";;;;;;;
210,LSN,Fabster (fr),,https://www.fabster.fr/,,Fabster; 5 Rue des Moissons;91670; Angerville;" FRANCE,Tradebe (cat),,France,FR-0803,""48.315016783193435, 2.009193052706078"",""https://www.google.com/maps/search/?api=1&query=49.125106110579374,-0.3844702963805941"",additives,,,2026/04 Lasenor";;;
"211,LSN,Farga (cat),,https://www.lamenorquina.com/,,""La Menorquina"; Carrer Mar Mediterrània, 23; 08130; Santa Perpètua de Mogoda;" SPAIN"",""La Farga (cat), La Menorquina (es), Kalise (es), Lacrem (es), Farggi"",Grup Farga (grp),Spain,,""41.54677789313768, 2.183327709228211"",""https://www.google.com/maps/search/?api=1&query=46.00800305906023,4.7818898776755345"",frozen desserts,,,2026/04 Lasenor";;;
"212,LSN,Faure (fr),,https://www.whaou.com/,,""15 ZI de Keriel, 29800 Plouédern, FRANCE"",Whaou!,Goûters Magiques (grp),France,FR-0702,""48.48732109578771, -4.275004723866757"",""https://www.google.com/maps/search/?api=1&query=43.862593452862775,1.88100126438238"",bakery,""crêpe / pancake, biscuit / coca"",Whaou!,2026/04 Lasenor";;;;;;;
"213,LSN,Ferretti Gelato (cat),,https://ferrettigelato.com/,,""Ferretti Gelato"; Carrer Lleó, 8;17600; Figueres; Girona;" SPAIN"",,,Spain,,""42.26831238480839, 2.9799055502207623"",""https://www.google.com/maps/search/?api=1&query=49.34015738865016,-0.5863782190765291"",frozen desserts,,,2026/04 Lasenor";;
"214,LSN,Finetti (ma),,,,""2 Boulevard De Sfax, Ex Ben Aissa Ejarouani, Zone Industriel, Bd Sfax"; Casablanca;20100;" MOROCCO"",,,Morocco,,""33.62407644582921, -7.509804535572881"",""https://www.google.com/maps/search/?api=1&query=47.35283053990826,2.1815304344739737"",confectionary,caramels,,""2026/06 Lasenor";;;;
"contacte David Yañez""";;;;;;;
215,LSN,Fizzy Distribution (fr),,https://www.fizzy.fr/fr/,,Fizzy; 1 Pl. des Champs de Colut;59230; Sars-et-Rosières;" FRANCE,,,France,FR-1003,""50.44948773083017, 3.3388352870642177"",""https://www.google.com/maps/search/?api=1&query=48.683058661126445,2.197522134597083"",confectionary,dolç,,2026/04 Lasenor";;;
"216,LSN,Flechard Laiterie du Pont Morin (fr),,https://www.flechard.com/,,""Laiterie du Pont Morin - ZI, 61140 Rives d'Andaine, FRANCE"",,,France,FR-0703,""48.53609866244373, -0.48090550068432236"",""https://www.google.com/maps/search/?api=1&query=48.10007781427613,-4.026591185064565"",dairy,,,2026/04 Lasenor";;;;;;;
217,LSN,Fleurs de Chocolats (fr),,https://www.fleursdechocolats.fr/,,Fleurs de Chocolats (fr); 21 rue des Tanneurs;68100; Mulhouse;" FRANCE,,,France,FR-0901,""47.747317398006416, 7.336284103753153"",""https://www.google.com/maps/search/?api=1&query=50.76670246826088,3.0099241111291892"",""bakery, confectionary"",xoco,,2026/04 Lasenor";;;
"218,LSN,Food Rebels (es),,https://thefoodrebels.es/,,""Food Rebels"; Gabriel Campillo Contreras, 2; Polígono Industrial La Serreta;30500; Molina de Segura; Murcia;" SPAIN"",,,Spain,,""38.07974230360467, -1.2252248658545928"",""https://www.google.com/maps/search/?api=1&query=48.81982646838494,2.6446818786822295"",food,,,2026/04 Lasenor";
219,LSN,Forchy Pâtissier (fr),,https://forchy.com/,,Forchy; 57 Rue des Champs;76190; Yvetot;" FRANCE,Forchy Patissier (fr),,France,FR-1003,""49.62479868041269, 0.747153631200062"",""https://www.google.com/maps/search/?api=1&query=47.936815682265284,0.17185591906542508"",bakery,biscuit / coca,,2026/04 Lasenor";;;
"220,LSN,Fortune Maroc (ma),,https://fortune-maroc.com/,,""km 18, route 109, ZI Bouskoura";27182; Casablanca;" MOROCCO"",,,Morocco,,""33.44401757942933, -7.646394236049601"",""https://www.google.com/maps/search/?api=1&query=48.72258472171952,2.2680508220079414"",""xoco, confectionary, frozen desserts"",""snacks dolços, golosines congelades (flash)"",""GoodDays, Appy's, Mr. Frost, Ralf"",""2026/06 Lasenor";;;;
"visita 30/06/26""";;;;;;;
221,LSN,François Doucet Confiseur (fr),,https://www.francois-doucet.com/,,François Doucet Confiseur; 04700; Oraison - Alpes de Haute Provence;" FRANCE,Francois Doucet Confiseur (fr),,France,FR-0303,""43.91086933214165, 5.908285600948307"",""https://www.google.com/maps/search/?api=1&query=50.716758816257176,3.1283783088711514"",confectionary,dolç,,2026/04 Lasenor";;;;
222,LSN,FRIAL (fr),,http://www.frial.com,,6 Rte de Caen;14400; Bayeux;" FRANCE,,,France,FR-0703,""49.26831703994456, -0.6777565223392131"",""https://www.google.com/maps/search/?api=1&query=44.05677924715167,1.1044800617755715"",""food, BIO"",,,2022/05 aranow";;;;
223,LSN,Frigexquis (fr),,https://www.frigexquis.fr/,,Frigexquis; 3 All. Gustave Eiffel;34770; Gigean;" FRANCE,,,France,FR-0302,""43.4878748843995, 3.706090375525735"",""https://www.google.com/maps/search/?api=1&query=44.28975115012493,5.901147567301718"",frozen desserts,ice-cream,,2026/04 Lasenor";;;
224,LSN,From Up (fr),,https://fromup.fr/,,A.B. Technologies Alimentaires; ZA de Kervendras;56250; Sulniac;" FRANCE,""A.B. Technologies Alimentaires (fr), AB Technologies Alimentaires (fr), AiF Ingredients (fr)"",,France,FR-0702,""47.666673307770644, -2.567983821555314"",""https://www.google.com/maps/search/?api=1&query=43.12240928072771,-2.047463265776279"",dairy,processed cheese,,2026/04 Lasenor";;;
225,LSN,Fromagerie de L'Ermitage (fr),,http://www.ermitage.com/,,Fromagerie de L'Ermitage; Rue de la Division Leclerc 718;88140; Bulgneville;" FRANCE,,,France,FR-0903,""48.203481196839604, 5.821100976445046"",""https://www.google.com/maps/search/?api=1&query=48.76685125214797,1.9739215636405916"",dairy,,,2026/04 Lasenor";;;
"226,LSN,Fromagerie Inovalim (dz),,,,""rue du 11 Décembre, 1960"; Ouled Chebel;16118; Alger;" ALGERIA"",,,Algeria,,""36.5915602012804, 2.9892338956005693"",""https://www.google.com/maps/search/?api=1&query=48.101443690872884,7.368141268164781"",dairy,processed cheese,,2026/06 Lasenor";;;
227,LSN,Fromageries Arnaud (fr),,https://www.juraflore.com/,,Fromageries Arnaud; Avenue de la Gare 6;39800; Poligny;" FRANCE,""JuraFlore (fr), Fort des Rousses"",,France,FR-0603,""46.843368889985555, 5.704915674445992"",""https://www.google.com/maps/search/?api=1&query=47.28522738439481,-1.5436569788491576"",dairy,,,2026/04 Lasenor";;;
228,LSN,Fromages Bach (fr),,https://fromagesbach.com/,,Fromages Bach; Rue des Prés Liats 9; 03800; Gannat;" FRANCE,Fromages de Capucine (fr),,France,FR-0503,""46.10516902962227, 3.1481027750046175"",""https://www.google.com/maps/search/?api=1&query=46.86080988569517,-1.4602618586257792"",dairy,,,2026/04 Lasenor";;;
229,LSN,Fromital Bouskoura (ma),,https://fromital.com/,,Parc industriel Louhmi Bouskoura; Casablanca;" MOROCCO,,Fromital (ma),Morocco,,""33.43785341029963, -7.6400338592179"",""https://www.google.com/maps/search/?api=1&query=43.277110674349665,5.38306608022994"",dairy,cheese,,""2025/06 Lasenor";;;;;
"contacte David Yañez""";;;;;;;
"230,LSN,Froneri (es),,https://www.froneri.com/,,""Froneri"; Polígono Industrial de Intxerdui Kalea, 5; 01250; Araia; Álava;" SPAIN"",,Froneri (grp),Spain,,""42.870753921248834, -2.319463627907073"",""https://www.google.com/maps/search/?api=1&query=47.71980910995822,7.391306549333722"",frozen desserts,,,2026/04 Lasenor";;
"231,LSN,Froneri France - Dangé-Saint-Romain (fr),,https://www.froneri.com/,,""Froneri France"; Les Varennes du Moulin À V, 86220; Dangé-Saint-Romain;" FRANCE"",Froneri (fr),Froneri (grp),France,FR-0701,""46.93755427590461, 0.6264546522642531"",""https://www.google.com/maps/search/?api=1&query=44.04088052762711,1.3637615334825393"",frozen desserts,,,2026/04 Lasenor";;;;
232,LSN,Froneri France - Vayres (fr),,https://www.froneri.com/,,Froneri France; 4 Route de Bsn;33870; Vayres;" FRANCE,""Froneri (fr), ex-R&R ice creams"",Froneri (grp),France,FR-0203,""44.907251640086216, -0.3355016994075802"",""https://www.google.com/maps/search/?api=1&query=48.55997183055112,-1.4937622454561164"",frozen desserts,,,2026/04 Lasenor";;;
233,LSN,Froneri Plouedern (fr),,https://www.froneri.com/,,Froneri France Plouedern; 276 Rue de la Laiterie;29800; Plouédern;" FRANCE,Froneri (fr),Froneri (grp),France,FR-0702,""48.48163557856197, -4.243154118461916"",""https://www.google.com/maps/search/?api=1&query=46.86146385405964,-1.0035790108817646"",frozen desserts,,,2026/04 Lasenor";;;
"234,LSN,Gaillard Pâtissier (fr),,https://www.gouters-magiques.com/,,""route de Kerpièche, 56500 Locminé, FRANCE"",Gaillard Patissier (fr),Goûters Magiques (grp),France,FR-0702,""47.879679712580106, -2.8427616835216782"",""https://www.google.com/maps/search/?api=1&query=39.230175156461165,-0.5061298984293211"",bakery,,,2026/04 Lasenor";;;;;;;
235,LSN,Gastro Mixte (ma),direction@GastroMixte.com,https://www.gastromixte.com/,,km 7 Ouled Berjal; Kénitra;14000;" MOROCCO,,,Morocco,,""34.32509126701594, -6.559908742289868"",""https://www.google.com/maps/search/?api=1&query=49.48213396832877,1.7285352635675177"",dairy,cream cheese,,""2025/06 Lasenor";;;;
"contacte David Yañez""";;;;;;;
"236,LSN,Gelateria Carles (cat),,http://www.gelateriacarles.com/ca/,,""Gelateria Carles"; Av. Santa Maria, 20; 08860; Castelldefels; Barcelona;" SPAIN"",,,Spain,,""41.28012295945639, 1.978814202974997"",""https://www.google.com/maps/search/?api=1&query=48.94964470590162,1.7015686364678038"",frozen desserts,ice-cream,,2026/04 Lasenor";;
"237,LSN,Gelati Dino (cat),,https://gelatidino.com/,,""Gelati Dino"; Sector Aeroclub, 9;17487; Empuriabrava; Girona;" SPAIN"",Empuria Gel,,Spain,,""42.26077223131751, 3.1050175622495217"",""https://www.google.com/maps/search/?api=1&query=48.774644804964915,1.4146565220625849"",frozen desserts,ice-cream,,2026/04 Lasenor";;
